{
    (33, 30): {
        (45, 6),
        (41, 7),
        (46, 9),
        (43, 5),
        (44, 10),
        (45, 9),
        (43, 9),
        (44, 7),
        (44, 6),
        (46, 6),
        (44, 9),
        (42, 5),
        (47, 7),
        (43, 7),
        (44, 4),
        (46, 7),
        (45, 8),
        (42, 6),
        (45, 7),
        (43, 8),
        (46, 5),
        (45, 5),
        (44, 5),
        (46, 8),
        (42, 8),
        (43, 6),
        (44, 8),
        (42, 7),
        (42, 9),
    },
    (45, 19): {
        (42, 19),
        (43, 19),
        (45, 22),
        (45, 16),
        (47, 17),
        (46, 21),
        (43, 18),
        (43, 20),
        (43, 21),
        (44, 19),
        (45, 20),
        (47, 20),
        (47, 19),
        (47, 18),
        (44, 21),
        (43, 17),
        (46, 18),
        (46, 19),
        (45, 19),
        (46, 17),
        (46, 20),
        (44, 17),
        (48, 19),
        (47, 21),
        (45, 21),
        (45, 18),
        (45, 17),
        (44, 20),
        (44, 18),
    },
    (2, 9): {
        (0, 9),
        (4, 8),
        (2, 10),
        (2, 11),
        (1, 9),
        (2, 6),
        (5, 9),
        (1, 10),
        (3, 9),
        (1, 7),
        (1, 8),
        (4, 10),
        (2, 8),
        (0, 8),
        (3, 7),
        (3, 8),
        (0, 10),
        (3, 10),
        (4, 7),
        (2, 12),
        (4, 11),
        (2, 9),
        (0, 11),
        (2, 7),
        (1, 11),
        (3, 11),
        (4, 9),
        (0, 7),
    },
    (28, 20): {
        (28, 18),
        (29, 21),
        (26, 21),
        (30, 22),
        (26, 22),
        (29, 20),
        (27, 22),
        (30, 18),
        (26, 19),
        (30, 20),
        (25, 20),
        (27, 20),
        (29, 19),
        (31, 20),
        (28, 22),
        (28, 19),
        (28, 20),
        (28, 21),
        (29, 18),
        (26, 18),
        (30, 19),
        (28, 17),
        (27, 19),
        (26, 20),
        (30, 21),
        (27, 21),
        (29, 22),
        (27, 18),
        (28, 23),
    },
    (26, 43): {
        (25, 43),
        (25, 41),
        (26, 42),
        (26, 40),
        (24, 45),
        (27, 41),
        (28, 45),
        (23, 43),
        (24, 43),
        (25, 44),
        (26, 44),
        (26, 46),
        (28, 41),
        (25, 45),
        (27, 44),
        (26, 45),
        (28, 42),
        (24, 41),
        (27, 43),
        (27, 45),
        (28, 43),
        (28, 44),
        (24, 42),
        (26, 43),
        (27, 42),
        (24, 44),
        (25, 42),
        (26, 41),
        (29, 43),
    },
    (7, 4): {
        (5, 5),
        (7, 5),
        (6, 6),
        (9, 2),
        (9, 3),
        (10, 4),
        (7, 2),
        (8, 6),
        (9, 4),
        (6, 4),
        (6, 5),
        (9, 6),
        (5, 2),
        (7, 1),
        (8, 3),
        (9, 5),
        (6, 3),
        (4, 4),
        (7, 7),
        (5, 4),
        (7, 3),
        (7, 4),
        (7, 6),
        (8, 5),
        (5, 3),
        (6, 2),
        (5, 6),
        (8, 4),
        (8, 2),
    },
    (33, 17): {
        (30, 17),
        (32, 17),
        (32, 19),
        (35, 15),
        (35, 18),
        (33, 16),
        (31, 19),
        (34, 16),
        (34, 15),
        (34, 17),
        (33, 19),
        (34, 19),
        (33, 20),
        (31, 18),
        (35, 19),
        (31, 17),
        (31, 16),
        (32, 15),
        (33, 14),
        (34, 18),
        (36, 17),
        (32, 16),
        (31, 15),
        (33, 15),
        (35, 17),
        (33, 18),
        (33, 17),
        (32, 18),
        (35, 16),
    },
    (13, 3): {
        (13, 0),
        (11, 1),
        (14, 2),
        (13, 1),
        (11, 5),
        (12, 5),
        (15, 4),
        (13, 3),
        (13, 5),
        (14, 3),
        (11, 3),
        (11, 4),
        (12, 2),
        (15, 3),
        (12, 1),
        (16, 3),
        (10, 3),
        (14, 5),
        (15, 1),
        (15, 5),
        (13, 6),
        (12, 3),
        (14, 1),
        (15, 2),
        (13, 4),
        (14, 4),
        (12, 4),
        (13, 2),
        (11, 2),
    },
    (34, 27): {
        (36, 28),
        (33, 25),
        (34, 25),
        (34, 29),
        (34, 24),
        (31, 27),
        (36, 26),
        (35, 25),
        (35, 29),
        (32, 26),
        (34, 28),
        (36, 29),
        (37, 27),
        (32, 25),
        (35, 27),
        (35, 26),
        (32, 27),
        (33, 26),
        (33, 27),
        (33, 28),
        (35, 28),
        (36, 27),
        (32, 28),
        (33, 29),
        (34, 27),
        (36, 25),
        (34, 26),
        (32, 29),
        (34, 30),
    },
    (2, 6): {
        (3, 4),
        (3, 7),
        (1, 7),
        (3, 6),
        (4, 5),
        (1, 8),
        (5, 6),
        (2, 9),
        (1, 6),
        (1, 4),
        (0, 8),
        (3, 5),
        (1, 5),
        (4, 7),
        (0, 5),
        (2, 7),
        (2, 8),
        (4, 8),
        (3, 8),
        (4, 6),
        (0, 4),
        (2, 5),
        (2, 6),
        (2, 4),
        (0, 6),
        (2, 3),
        (4, 4),
        (0, 7),
    },
    (10, 46): {
        (9, 48),
        (10, 44),
        (10, 47),
        (12, 48),
        (8, 46),
        (11, 46),
        (10, 48),
        (10, 43),
        (9, 44),
        (10, 49),
        (11, 47),
        (8, 48),
        (8, 47),
        (13, 46),
        (12, 47),
        (11, 48),
        (9, 47),
        (9, 46),
        (7, 46),
        (12, 44),
        (11, 44),
        (11, 45),
        (8, 44),
        (12, 45),
        (12, 46),
        (8, 45),
        (10, 46),
        (10, 45),
        (9, 45),
    },
    (10, 3): {
        (10, 5),
        (11, 3),
        (11, 4),
        (8, 2),
        (11, 5),
        (10, 0),
        (7, 3),
        (10, 1),
        (10, 2),
        (10, 4),
        (9, 1),
        (12, 5),
        (12, 2),
        (9, 4),
        (10, 3),
        (11, 2),
        (12, 4),
        (13, 3),
        (8, 3),
        (9, 2),
        (9, 5),
        (8, 5),
        (9, 3),
        (8, 4),
        (10, 6),
        (12, 1),
        (12, 3),
        (8, 1),
        (11, 1),
    },
    (12, 4): {
        (11, 4),
        (14, 5),
        (11, 3),
        (12, 3),
        (12, 4),
        (14, 4),
        (14, 2),
        (14, 3),
        (13, 3),
        (13, 4),
        (12, 7),
        (9, 4),
        (10, 6),
        (10, 3),
        (12, 5),
        (14, 6),
        (12, 6),
        (11, 6),
        (12, 2),
        (13, 5),
        (11, 2),
        (15, 4),
        (13, 6),
        (11, 5),
        (10, 5),
        (12, 1),
        (10, 4),
        (10, 2),
        (13, 2),
    },
    (7, 35): {
        (6, 35),
        (7, 34),
        (5, 34),
        (7, 37),
        (6, 34),
        (8, 33),
        (9, 37),
        (5, 37),
        (7, 38),
        (5, 33),
        (7, 35),
        (8, 35),
        (9, 34),
        (8, 37),
        (6, 37),
        (5, 36),
        (9, 33),
        (7, 36),
        (7, 32),
        (5, 35),
        (8, 36),
        (8, 34),
        (9, 35),
        (6, 36),
        (10, 35),
        (6, 33),
        (4, 35),
        (9, 36),
        (7, 33),
    },
    (0, 2): {
        (0, 1),
        (2, 4),
        (3, 2),
        (0, 0),
        (1, 1),
        (0, 2),
        (0, 5),
        (2, 3),
        (2, 1),
        (1, 2),
        (0, 4),
        (1, 4),
        (1, 3),
        (2, 2),
        (0, 3),
        (1, 0),
        (2, 0),
    },
    (12, 19): {
        (9, 19),
        (11, 19),
        (12, 16),
        (12, 20),
        (15, 19),
        (13, 19),
        (10, 21),
        (12, 22),
        (11, 20),
        (11, 21),
        (10, 20),
        (10, 18),
        (13, 20),
        (12, 17),
        (14, 19),
        (14, 18),
        (11, 18),
        (12, 19),
        (14, 20),
        (10, 17),
        (14, 21),
        (12, 18),
        (13, 18),
        (13, 17),
        (14, 17),
        (10, 19),
        (11, 17),
        (12, 21),
        (13, 21),
    },
    (24, 15): {
        (23, 16),
        (21, 15),
        (26, 17),
        (24, 18),
        (25, 17),
        (25, 13),
        (26, 14),
        (23, 15),
        (22, 16),
        (25, 16),
        (25, 15),
        (23, 13),
        (24, 13),
        (27, 15),
        (22, 15),
        (24, 15),
        (23, 17),
        (25, 14),
        (24, 16),
        (26, 15),
        (26, 16),
        (24, 14),
        (22, 14),
        (26, 13),
        (24, 12),
        (24, 17),
        (22, 13),
        (23, 14),
        (22, 17),
    },
    (26, 23): {
        (28, 25),
        (27, 25),
        (28, 21),
        (26, 20),
        (28, 22),
        (25, 23),
        (26, 23),
        (28, 23),
        (26, 21),
        (24, 25),
        (25, 24),
        (24, 23),
        (27, 23),
        (24, 21),
        (26, 26),
        (27, 22),
        (25, 22),
        (27, 21),
        (26, 25),
        (24, 24),
        (24, 22),
        (23, 23),
        (25, 25),
        (29, 23),
        (28, 24),
        (26, 22),
        (27, 24),
        (25, 21),
        (26, 24),
    },
    (31, 23): {
        (31, 20),
        (33, 23),
        (31, 22),
        (29, 24),
        (32, 22),
        (30, 21),
        (32, 25),
        (33, 21),
        (33, 22),
        (33, 24),
        (32, 21),
        (33, 25),
        (30, 24),
        (31, 26),
        (31, 23),
        (28, 23),
        (31, 25),
        (31, 21),
        (32, 23),
        (34, 23),
        (32, 24),
        (30, 22),
        (29, 22),
        (29, 21),
        (29, 25),
        (31, 24),
        (29, 23),
        (30, 23),
        (30, 25),
    },
    (31, 27): {
        (32, 25),
        (33, 29),
        (31, 29),
        (30, 27),
        (30, 28),
        (32, 27),
        (33, 26),
        (29, 28),
        (32, 26),
        (34, 27),
        (31, 25),
        (31, 28),
        (33, 25),
        (29, 25),
        (33, 28),
        (32, 28),
        (28, 27),
        (29, 29),
        (31, 24),
        (30, 26),
        (31, 26),
        (31, 27),
        (32, 29),
        (30, 25),
        (33, 27),
        (29, 27),
        (29, 26),
        (31, 30),
        (30, 29),
    },
    (43, 16): {
        (44, 15),
        (42, 16),
        (44, 14),
        (42, 15),
        (43, 17),
        (41, 17),
        (44, 18),
        (43, 13),
        (45, 17),
        (42, 17),
        (43, 16),
        (45, 18),
        (43, 18),
        (41, 15),
        (42, 14),
        (41, 18),
        (41, 16),
        (44, 17),
        (45, 15),
        (44, 16),
        (43, 19),
        (43, 14),
        (41, 14),
        (46, 16),
        (45, 16),
        (42, 18),
        (45, 14),
        (40, 16),
        (43, 15),
    },
    (48, 8): {
        (46, 6),
        (46, 7),
        (48, 7),
        (48, 9),
        (48, 11),
        (49, 6),
        (47, 7),
        (46, 9),
        (48, 5),
        (47, 9),
        (48, 8),
        (49, 8),
        (47, 10),
        (49, 10),
        (45, 8),
        (49, 9),
        (46, 8),
        (48, 6),
        (49, 7),
        (47, 6),
        (46, 10),
        (47, 8),
        (48, 10),
    },
    (16, 19): {
        (17, 20),
        (14, 19),
        (18, 18),
        (16, 22),
        (18, 19),
        (15, 19),
        (17, 18),
        (16, 18),
        (18, 21),
        (13, 19),
        (14, 21),
        (14, 18),
        (14, 17),
        (15, 20),
        (16, 17),
        (15, 18),
        (16, 19),
        (19, 19),
        (18, 17),
        (17, 21),
        (18, 20),
        (15, 17),
        (14, 20),
        (16, 21),
        (17, 17),
        (16, 20),
        (15, 21),
        (16, 16),
        (17, 19),
    },
    (0, 5): {
        (2, 5),
        (0, 3),
        (0, 5),
        (0, 2),
        (2, 4),
        (1, 4),
        (1, 3),
        (0, 4),
        (2, 6),
        (2, 7),
        (0, 6),
        (1, 5),
        (1, 6),
        (1, 7),
        (2, 3),
        (0, 7),
        (0, 8),
        (3, 5),
    },
    (27, 23): {
        (27, 26),
        (28, 22),
        (27, 21),
        (25, 25),
        (28, 23),
        (30, 23),
        (25, 24),
        (27, 20),
        (25, 22),
        (24, 23),
        (28, 21),
        (29, 22),
        (28, 25),
        (27, 24),
        (25, 21),
        (29, 24),
        (25, 23),
        (26, 24),
        (29, 21),
        (29, 23),
        (26, 21),
        (26, 25),
        (27, 23),
        (27, 22),
        (26, 23),
        (29, 25),
        (26, 22),
        (28, 24),
        (27, 25),
    },
    (44, 46): {
        (44, 45),
        (42, 45),
        (42, 44),
        (42, 47),
        (47, 46),
        (43, 48),
        (43, 46),
        (46, 47),
        (44, 46),
        (46, 46),
        (46, 45),
        (46, 48),
        (44, 48),
        (42, 48),
        (41, 46),
        (42, 46),
        (44, 49),
        (45, 44),
        (45, 48),
        (43, 47),
        (45, 47),
        (44, 47),
        (43, 44),
        (44, 44),
        (43, 45),
        (44, 43),
        (45, 46),
        (45, 45),
        (46, 44),
    },
    (24, 32): {
        (26, 32),
        (25, 33),
        (24, 29),
        (27, 32),
        (24, 30),
        (23, 34),
        (24, 31),
        (23, 31),
        (23, 33),
        (26, 34),
        (24, 33),
        (22, 33),
        (25, 34),
        (22, 31),
        (22, 32),
        (24, 34),
        (26, 30),
        (25, 32),
        (26, 31),
        (23, 30),
        (21, 32),
        (22, 30),
        (24, 35),
        (25, 31),
        (26, 33),
        (24, 32),
        (25, 30),
        (22, 34),
        (23, 32),
    },
    (41, 22): {
        (40, 23),
        (41, 21),
        (39, 21),
        (39, 24),
        (42, 24),
        (40, 24),
        (41, 24),
        (41, 22),
        (40, 20),
        (41, 23),
        (41, 19),
        (43, 23),
        (39, 23),
        (41, 25),
        (42, 20),
        (39, 20),
        (42, 21),
        (42, 22),
        (43, 21),
        (40, 21),
        (43, 20),
        (43, 22),
        (44, 22),
        (38, 22),
        (40, 22),
        (43, 24),
        (41, 20),
        (42, 23),
        (39, 22),
    },
    (4, 28): {
        (5, 28),
        (3, 29),
        (4, 30),
        (4, 28),
        (4, 29),
        (4, 31),
        (6, 26),
        (3, 27),
        (6, 28),
        (6, 30),
        (2, 29),
        (3, 26),
        (4, 25),
        (2, 26),
        (5, 26),
        (3, 30),
        (5, 30),
        (4, 27),
        (5, 29),
        (2, 27),
        (6, 27),
        (2, 30),
        (7, 28),
        (1, 28),
        (5, 27),
        (6, 29),
        (3, 28),
        (4, 26),
        (2, 28),
    },
    (10, 2): {
        (10, 3),
        (12, 2),
        (13, 2),
        (11, 2),
        (10, 0),
        (9, 1),
        (12, 3),
        (10, 4),
        (10, 1),
        (12, 1),
        (12, 4),
        (11, 4),
        (8, 1),
        (11, 3),
        (7, 2),
        (10, 2),
        (12, 0),
        (9, 4),
        (8, 2),
        (9, 3),
        (8, 4),
        (10, 5),
        (11, 1),
        (8, 0),
        (8, 3),
        (9, 0),
        (11, 0),
        (9, 2),
    },
    (14, 14): {
        (12, 12),
        (13, 14),
        (13, 12),
        (14, 17),
        (15, 12),
        (15, 13),
        (13, 15),
        (16, 16),
        (17, 14),
        (16, 15),
        (14, 16),
        (11, 14),
        (12, 13),
        (14, 12),
        (14, 13),
        (14, 15),
        (15, 16),
        (16, 12),
        (16, 14),
        (12, 15),
        (15, 14),
        (14, 14),
        (16, 13),
        (12, 16),
        (15, 15),
        (13, 13),
        (13, 16),
        (14, 11),
        (12, 14),
    },
    (10, 12): {
        (9, 13),
        (8, 13),
        (10, 15),
        (7, 12),
        (10, 10),
        (11, 14),
        (9, 12),
        (12, 10),
        (8, 11),
        (9, 11),
        (12, 14),
        (12, 12),
        (10, 9),
        (8, 12),
        (11, 13),
        (8, 10),
        (10, 11),
        (9, 14),
        (10, 13),
        (11, 10),
        (12, 11),
        (13, 12),
        (8, 14),
        (11, 12),
        (10, 14),
        (9, 10),
        (11, 11),
        (12, 13),
        (10, 12),
    },
    (29, 9): {
        (30, 11),
        (29, 6),
        (29, 7),
        (28, 10),
        (27, 7),
        (29, 9),
        (31, 11),
        (32, 9),
        (27, 10),
        (28, 9),
        (31, 7),
        (31, 8),
        (29, 10),
        (31, 9),
        (30, 7),
        (27, 9),
        (29, 8),
        (27, 11),
        (30, 10),
        (30, 8),
        (28, 11),
        (26, 9),
        (27, 8),
        (28, 7),
        (29, 12),
        (30, 9),
        (29, 11),
        (31, 10),
        (28, 8),
    },
    (25, 12): {
        (23, 10),
        (27, 13),
        (27, 11),
        (25, 11),
        (26, 11),
        (24, 12),
        (23, 14),
        (25, 9),
        (27, 10),
        (24, 14),
        (26, 14),
        (25, 14),
        (23, 13),
        (23, 11),
        (27, 14),
        (27, 12),
        (22, 12),
        (24, 13),
        (25, 15),
        (26, 13),
        (26, 12),
        (26, 10),
        (23, 12),
        (24, 11),
        (25, 13),
        (25, 10),
        (28, 12),
        (24, 10),
        (25, 12),
    },
    (29, 47): {
        (29, 48),
        (31, 48),
        (29, 44),
        (30, 46),
        (27, 48),
        (30, 47),
        (26, 47),
        (28, 46),
        (31, 49),
        (30, 48),
        (31, 45),
        (30, 45),
        (32, 47),
        (29, 47),
        (29, 49),
        (29, 45),
        (29, 46),
        (27, 49),
        (27, 46),
        (28, 47),
        (30, 49),
        (31, 46),
        (31, 47),
        (27, 45),
        (28, 49),
        (27, 47),
        (28, 45),
        (28, 48),
    },
    (31, 9): {
        (29, 8),
        (30, 7),
        (32, 10),
        (32, 11),
        (30, 10),
        (33, 8),
        (29, 9),
        (31, 11),
        (31, 12),
        (29, 7),
        (29, 10),
        (30, 8),
        (33, 10),
        (32, 8),
        (33, 9),
        (30, 9),
        (31, 9),
        (33, 11),
        (28, 9),
        (31, 8),
        (31, 10),
        (33, 7),
        (34, 9),
        (31, 7),
        (30, 11),
        (32, 9),
        (31, 6),
        (29, 11),
        (32, 7),
    },
    (22, 17): {
        (21, 16),
        (21, 19),
        (20, 15),
        (20, 19),
        (24, 16),
        (23, 17),
        (22, 14),
        (21, 15),
        (24, 17),
        (25, 17),
        (22, 15),
        (22, 16),
        (20, 17),
        (23, 16),
        (24, 15),
        (20, 18),
        (23, 18),
        (22, 19),
        (23, 15),
        (19, 17),
        (21, 17),
        (20, 16),
        (23, 19),
        (22, 18),
        (22, 20),
        (22, 17),
        (24, 18),
        (21, 18),
        (24, 19),
    },
    (22, 35): {
        (20, 37),
        (22, 32),
        (24, 36),
        (21, 36),
        (23, 35),
        (22, 33),
        (22, 37),
        (21, 33),
        (24, 37),
        (21, 34),
        (21, 37),
        (23, 33),
        (20, 36),
        (24, 34),
        (24, 33),
        (22, 35),
        (20, 34),
        (19, 35),
        (22, 38),
        (22, 34),
        (21, 35),
        (23, 36),
        (22, 36),
        (25, 35),
        (20, 33),
        (23, 34),
        (24, 35),
        (23, 37),
        (20, 35),
    },
    (34, 2): {
        (32, 2),
        (33, 0),
        (34, 0),
        (32, 3),
        (34, 2),
        (35, 0),
        (35, 1),
        (37, 2),
        (34, 1),
        (32, 1),
        (34, 3),
        (36, 0),
        (36, 3),
        (35, 4),
        (33, 2),
        (35, 3),
        (36, 2),
        (34, 5),
        (35, 2),
        (32, 0),
        (32, 4),
        (33, 1),
        (33, 3),
        (36, 1),
        (36, 4),
        (31, 2),
        (33, 4),
        (34, 4),
    },
    (42, 2): {
        (40, 4),
        (42, 5),
        (42, 4),
        (41, 1),
        (43, 0),
        (41, 0),
        (40, 2),
        (42, 2),
        (41, 2),
        (43, 4),
        (41, 4),
        (39, 2),
        (44, 2),
        (42, 0),
        (45, 2),
        (40, 1),
        (41, 3),
        (42, 3),
        (40, 0),
        (42, 1),
        (43, 1),
        (43, 3),
        (44, 0),
        (43, 2),
        (40, 3),
        (44, 1),
        (44, 3),
        (44, 4),
    },
    (48, 48): {
        (47, 47),
        (46, 46),
        (45, 48),
        (49, 49),
        (48, 49),
        (46, 49),
        (47, 48),
        (49, 47),
        (48, 45),
        (48, 47),
        (49, 46),
        (46, 48),
        (48, 48),
        (48, 46),
        (46, 47),
        (47, 49),
        (47, 46),
        (49, 48),
    },
    (33, 28): {
        (31, 26),
        (32, 27),
        (34, 27),
        (33, 29),
        (30, 28),
        (31, 27),
        (34, 28),
        (32, 30),
        (32, 29),
        (34, 30),
        (35, 28),
        (33, 26),
        (31, 29),
        (32, 26),
        (34, 26),
        (33, 25),
        (33, 31),
        (33, 30),
        (35, 27),
        (31, 30),
        (35, 26),
        (35, 29),
        (32, 28),
        (31, 28),
        (33, 28),
        (36, 28),
        (34, 29),
        (33, 27),
        (35, 30),
    },
    (23, 46): {
        (24, 46),
        (22, 45),
        (24, 47),
        (21, 46),
        (21, 48),
        (24, 44),
        (21, 45),
        (25, 44),
        (25, 46),
        (23, 44),
        (24, 48),
        (25, 48),
        (26, 46),
        (23, 45),
        (22, 48),
        (22, 47),
        (21, 47),
        (23, 47),
        (23, 49),
        (23, 46),
        (25, 45),
        (22, 44),
        (25, 47),
        (20, 46),
        (22, 46),
        (23, 48),
        (24, 45),
        (21, 44),
        (23, 43),
    },
    (1, 4): {
        (3, 5),
        (3, 6),
        (1, 6),
        (1, 1),
        (4, 4),
        (2, 4),
        (2, 6),
        (0, 3),
        (1, 7),
        (2, 2),
        (1, 4),
        (3, 3),
        (1, 3),
        (2, 5),
        (0, 5),
        (0, 6),
        (0, 2),
        (1, 5),
        (0, 4),
        (2, 3),
        (3, 2),
        (3, 4),
        (1, 2),
    },
    (7, 7): {
        (10, 7),
        (6, 7),
        (9, 7),
        (5, 8),
        (7, 10),
        (7, 7),
        (7, 8),
        (9, 5),
        (7, 9),
        (9, 9),
        (5, 9),
        (8, 8),
        (7, 4),
        (9, 6),
        (9, 8),
        (5, 7),
        (6, 9),
        (5, 6),
        (6, 8),
        (8, 6),
        (8, 9),
        (6, 5),
        (6, 6),
        (4, 7),
        (7, 5),
        (8, 5),
        (7, 6),
        (8, 7),
        (5, 5),
    },
    (17, 22): {
        (16, 23),
        (17, 22),
        (18, 21),
        (18, 23),
        (19, 22),
        (16, 21),
        (17, 24),
        (16, 24),
        (18, 20),
        (15, 22),
        (17, 25),
        (19, 21),
        (16, 20),
        (15, 24),
        (16, 22),
        (19, 20),
        (18, 24),
        (15, 20),
        (19, 23),
        (19, 24),
        (17, 23),
        (17, 20),
        (17, 19),
        (15, 23),
        (17, 21),
        (15, 21),
        (20, 22),
        (18, 22),
        (14, 22),
    },
    (28, 21): {
        (26, 21),
        (27, 22),
        (28, 22),
        (26, 19),
        (27, 21),
        (28, 21),
        (29, 22),
        (25, 21),
        (27, 19),
        (30, 21),
        (31, 21),
        (30, 22),
        (27, 23),
        (29, 23),
        (26, 20),
        (29, 19),
        (29, 20),
        (28, 19),
        (26, 23),
        (29, 21),
        (28, 24),
        (30, 20),
        (26, 22),
        (27, 20),
        (28, 18),
        (30, 23),
        (30, 19),
        (28, 23),
        (28, 20),
    },
    (18, 4): {
        (19, 4),
        (17, 5),
        (20, 6),
        (17, 6),
        (16, 3),
        (16, 6),
        (16, 4),
        (19, 5),
        (18, 1),
        (18, 2),
        (21, 4),
        (18, 4),
        (19, 3),
        (20, 4),
        (20, 5),
        (16, 5),
        (17, 4),
        (18, 5),
        (17, 3),
        (18, 3),
        (18, 7),
        (20, 2),
        (19, 2),
        (15, 4),
        (16, 2),
        (20, 3),
        (17, 2),
        (19, 6),
        (18, 6),
    },
    (19, 32): {
        (19, 32),
        (20, 30),
        (21, 32),
        (19, 35),
        (21, 34),
        (16, 32),
        (21, 31),
        (18, 30),
        (18, 31),
        (19, 30),
        (20, 33),
        (22, 32),
        (17, 32),
        (20, 34),
        (19, 34),
        (20, 32),
        (21, 33),
        (18, 33),
        (18, 34),
        (17, 34),
        (18, 32),
        (19, 31),
        (21, 30),
        (17, 30),
        (20, 31),
        (19, 33),
        (19, 29),
        (17, 31),
        (17, 33),
    },
    (48, 38): {
        (48, 41),
        (48, 40),
        (46, 40),
        (48, 39),
        (49, 38),
        (47, 37),
        (48, 36),
        (49, 40),
        (46, 36),
        (46, 38),
        (47, 40),
        (47, 36),
        (49, 37),
        (46, 39),
        (45, 38),
        (46, 37),
        (48, 35),
        (48, 37),
        (47, 39),
        (49, 39),
        (49, 36),
        (47, 38),
        (48, 38),
    },
    (7, 42): {
        (8, 43),
        (7, 42),
        (5, 41),
        (6, 42),
        (9, 41),
        (9, 40),
        (9, 42),
        (6, 41),
        (6, 44),
        (6, 40),
        (5, 40),
        (7, 41),
        (8, 41),
        (7, 43),
        (9, 44),
        (5, 42),
        (8, 40),
        (8, 42),
        (7, 45),
        (7, 40),
        (10, 42),
        (5, 44),
        (8, 44),
        (7, 39),
        (6, 43),
        (4, 42),
        (7, 44),
        (9, 43),
        (5, 43),
    },
    (12, 14): {
        (11, 14),
        (12, 13),
        (11, 12),
        (14, 14),
        (10, 12),
        (11, 13),
        (11, 16),
        (13, 12),
        (12, 14),
        (14, 15),
        (13, 15),
        (10, 15),
        (12, 16),
        (10, 16),
        (12, 17),
        (14, 12),
        (10, 13),
        (14, 13),
        (9, 14),
        (12, 12),
        (13, 14),
        (11, 15),
        (15, 14),
        (12, 11),
        (12, 15),
        (13, 16),
        (14, 16),
        (10, 14),
        (13, 13),
    },
    (42, 12): {
        (42, 9),
        (41, 13),
        (40, 14),
        (42, 13),
        (41, 14),
        (42, 15),
        (45, 12),
        (42, 10),
        (43, 11),
        (44, 12),
        (44, 10),
        (40, 12),
        (41, 11),
        (39, 12),
        (40, 13),
        (42, 14),
        (41, 10),
        (44, 13),
        (43, 10),
        (42, 12),
        (43, 14),
        (44, 11),
        (43, 13),
        (44, 14),
        (42, 11),
        (40, 10),
        (40, 11),
        (41, 12),
        (43, 12),
    },
    (47, 27): {
        (49, 27),
        (48, 25),
        (47, 24),
        (47, 25),
        (47, 27),
        (48, 26),
        (45, 29),
        (46, 29),
        (45, 26),
        (45, 25),
        (45, 27),
        (47, 30),
        (47, 29),
        (46, 28),
        (47, 26),
        (49, 28),
        (46, 26),
        (48, 27),
        (48, 28),
        (49, 25),
        (45, 28),
        (44, 27),
        (46, 25),
        (46, 27),
        (47, 28),
        (48, 29),
        (49, 26),
        (49, 29),
    },
    (48, 27): {
        (46, 25),
        (49, 25),
        (48, 28),
        (49, 28),
        (49, 29),
        (48, 26),
        (46, 28),
        (47, 25),
        (48, 30),
        (46, 26),
        (48, 27),
        (49, 26),
        (47, 27),
        (49, 27),
        (46, 29),
        (47, 29),
        (47, 26),
        (48, 25),
        (45, 27),
        (46, 27),
        (48, 24),
        (47, 28),
        (48, 29),
    },
    (36, 3): {
        (36, 1),
        (39, 3),
        (38, 3),
        (38, 5),
        (38, 2),
        (34, 3),
        (35, 2),
        (34, 2),
        (34, 4),
        (36, 5),
        (35, 4),
        (35, 3),
        (36, 0),
        (35, 1),
        (36, 2),
        (35, 5),
        (37, 1),
        (37, 2),
        (37, 4),
        (34, 1),
        (33, 3),
        (36, 6),
        (34, 5),
        (38, 4),
        (37, 3),
        (37, 5),
        (36, 4),
        (38, 1),
        (36, 3),
    },
    (41, 41): {
        (39, 43),
        (41, 41),
        (39, 39),
        (41, 40),
        (39, 40),
        (41, 42),
        (41, 44),
        (42, 42),
        (40, 41),
        (41, 38),
        (44, 41),
        (40, 42),
        (43, 40),
        (38, 41),
        (42, 43),
        (40, 43),
        (39, 42),
        (43, 39),
        (42, 39),
        (43, 43),
        (40, 39),
        (42, 40),
        (41, 43),
        (43, 41),
        (42, 41),
        (43, 42),
        (41, 39),
        (39, 41),
        (40, 40),
    },
    (13, 35): {
        (13, 38),
        (12, 35),
        (15, 33),
        (13, 35),
        (11, 33),
        (15, 35),
        (15, 37),
        (14, 35),
        (11, 36),
        (14, 37),
        (13, 32),
        (13, 33),
        (14, 36),
        (10, 35),
        (11, 37),
        (13, 34),
        (11, 34),
        (12, 37),
        (14, 34),
        (16, 35),
        (12, 33),
        (15, 36),
        (11, 35),
        (13, 36),
        (12, 36),
        (13, 37),
        (15, 34),
        (14, 33),
        (12, 34),
    },
    (30, 23): {
        (30, 25),
        (31, 23),
        (31, 24),
        (28, 23),
        (30, 20),
        (30, 21),
        (29, 23),
        (31, 22),
        (27, 23),
        (31, 25),
        (28, 24),
        (32, 23),
        (32, 25),
        (30, 22),
        (30, 24),
        (29, 25),
        (33, 23),
        (29, 22),
        (29, 24),
        (30, 23),
        (30, 26),
        (32, 21),
        (28, 22),
        (28, 25),
        (32, 22),
        (32, 24),
        (28, 21),
        (31, 21),
        (29, 21),
    },
    (15, 28): {
        (13, 29),
        (14, 28),
        (13, 30),
        (15, 25),
        (17, 29),
        (14, 27),
        (14, 29),
        (12, 28),
        (18, 28),
        (15, 26),
        (16, 29),
        (14, 26),
        (13, 26),
        (15, 31),
